Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2021-02-19 00:00:00,14.986465323188924,15.138579421148055,14.809165663171822,14.888713836669922,271724000,0.0,0.0
2021-02-22 00:00:00,14.737347388509237,15.094940323050727,14.288735986594007,14.319408416748047,325884000,0.0,0.0
2021-02-23 00:00:00,14.039615820882682,14.20270267709734,13.355601904207356,14.106197357177734,391780000,0.0,0.0
2021-02-24 00:00:00,14.086997761084495,14.470025468875216,13.72117549358805,14.462294578552246,448320000,0.0,0.0
2021-02-25 00:00:00,14.009943982395422,14.338360829385207,13.182793823725397,13.273812294006348,824436000,0.0,0.0
2021-02-26 00:00:00,13.717685827646696,13.819427855750632,13.327177369405911,13.67978286743164,500932000,0.0,0.0
2021-03-01 00:00:00,13.839875927432633,13.88974954445018,13.518940738209812,13.806710243225098,353184000,0.0,0.0
2021-03-02 00:00:00,13.864811265572884,13.885259551721617,13.362087449027683,13.37231159210205,264116000,0.0,0.0
2021-03-03 00:00:00,13.392261732487302,13.417447294302892,12.766349724081724,12.772335052490234,377592000,0.0,0.0
2021-03-04 00:00:00,12.768344146424933,12.94215362647371,12.05315925423988,12.338933944702148,573344000,0.0,0.0
2021-03-05 00:00:00,12.518230518495374,12.518230518495374,11.649684350632194,12.429954528808594,542840000,0.0,0.0
2021-03-08 00:00:00,12.418481545794283,12.439677521258226,11.537218104389597,11.5639009475708,543112000,0.0,0.0
2021-03-09 00:00:00,12.103717318430457,12.58915297729109,12.032872518718785,12.492864608764648,521824000,0.004,0.0
2021-03-10 00:00:00,12.812415383682872,12.951609937008095,12.430253652478692,12.440979957580566,384376000,0.0,0.0
2021-03-11 00:00:00,12.921675458094253,13.017715472154405,12.706646923354501,12.965080261230469,299916000,0.0,0.0
2021-03-12 00:00:00,12.620584937618432,12.860559356859609,12.562462869307595,12.827880859375,243964000,0.0,0.0
2021-03-15 00:00:00,12.836610650163514,13.177862596103703,12.73932406561376,13.162396430969238,221988000,0.0,0.0
2021-03-16 00:00:00,13.32728322796149,13.482942125490924,13.088057756300815,13.262176513671875,272128000,0.0,0.0
2021-03-17 00:00:00,13.01122902623933,13.423824434704699,12.96108888179867,13.3120698928833,243864000,0.0,0.0
2021-03-18 00:00:00,13.107766589188097,13.15516234877373,12.689183821002722,12.694671630859375,293896000,0.0,0.0
2021-03-19 00:00:00,12.722114171426407,12.893239285236163,12.584915091267943,12.817654609680176,299208000,0.0,0.0
2021-03-22 00:00:00,12.884506490756628,13.365202305993865,12.87851909675073,13.157407760620117,297804000,0.0,0.0
2021-03-23 00:00:00,13.22525896166091,13.315311575846243,12.992768793301414,13.042160987854004,222048000,0.0,0.0
2021-03-24 00:00:00,13.122486493315247,13.130469369359334,12.6091121027113,12.615347862243652,245840000,0.0,0.0
2021-03-25 00:00:00,12.4721603321882,12.68693953478212,12.245157977098028,12.507831573486328,295144000,0.0,0.0
2021-03-26 00:00:00,12.527038669855795,12.828128822785654,12.34643482196047,12.811165809631348,363968000,0.0,0.0
2021-03-29 00:00:00,12.792208261932126,13.033928838288299,12.672221531884153,12.919928550720215,273520000,0.0,0.0
2021-03-30 00:00:00,12.81391356074982,12.946872368691727,12.677213106602007,12.843598365783691,200204000,0.0,0.0
2021-03-31 00:00:00,12.98703115701372,13.441035855598896,12.954103345801142,13.319053649902344,314776000,0.0,0.0
2021-04-01 00:00:00,13.542564667727822,13.839662938961883,13.481697266878992,13.781540870666504,308276000,0.0,0.0
2021-04-05 00:00:00,13.837168900386768,13.983348105865312,13.702962580306432,13.95690631866455,255672000,0.0,0.0
2021-04-06 00:00:00,13.96912949210023,14.023509915152601,13.743374656939247,13.831181526184082,191744000,0.0,0.0
2021-04-07 00:00:00,13.8503909866454,14.21234766606079,13.681511619257956,14.112566947937012,251284000,0.0,0.0
2021-04-08 00:00:00,14.221576077629313,14.439847616833106,14.217833480480142,14.285685539245605,244416000,0.0,0.0
2021-04-09 00:00:00,14.182908641224373,14.376484537366085,14.143994389725929,14.368501663208008,195172000,0.0,0.0
2021-04-12 00:00:00,14.258493775252788,15.318919058855966,14.108322670730695,15.175732612609863,869324000,0.0,0.0
2021-04-13 00:00:00,15.198185406927466,15.665660842942339,15.09266661909423,15.6452054977417,676212000,0.0,0.0
2021-04-14 00:00:00,15.590823016791958,15.686114119457885,15.194192441181238,15.243584632873535,385500000,0.0,0.0
2021-04-15 00:00:00,15.628243272039697,16.178786664023676,15.597310938386315,16.10195541381836,598480000,0.0,0.0
2021-04-16 00:00:00,16.017887847997564,16.13039224236671,15.830548638001163,15.87769603729248,335208000,0.0,0.0
2021-04-19 00:00:00,15.502517902458697,15.772925068709624,15.199681555105782,15.328149795532227,404420000,0.0,0.0
2021-04-20 00:00:00,15.289733297176399,15.463103177953343,14.93027175102343,15.138066291809082,334132000,0.0,0.0
2021-04-21 00:00:00,15.08568045250739,15.328897870294862,15.069217022476046,15.326902389526367,216776000,0.0,0.0
2021-04-22 00:00:00,15.341368086009828,15.404729586944146,14.751161676022656,14.817766189575195,277788000,0.0,0.0
2021-04-23 00:00:00,14.901584770656287,15.301458385544525,14.867659693269173,15.231861114501953,227500000,0.0,0.0
2021-04-26 00:00:00,15.15178586643442,15.445142465109392,15.091916687323039,15.444144248962402,197796000,0.0,0.0
2021-04-27 00:00:00,15.544425730851712,15.636224511526544,15.32091569753857,15.348106384277344,164572000,0.0,0.0
2021-04-28 00:00:00,15.33089230936361,15.49827573704486,15.18221805894682,15.24333381652832,209416000,0.0,0.0
2021-04-29 00:00:00,15.366315280445992,15.402735421350044,15.038534012309515,15.291230201721191,173196000,0.0,0.0
2021-04-30 00:00:00,15.14131028514638,15.33139292435199,14.964197795937878,14.976670265197754,201912000,0.0,0.0
2021-05-03 00:00:00,15.091917896623228,15.21340147755802,14.75515647295377,14.804298400878906,203912000,0.0,0.0
2021-05-04 00:00:00,14.605233221384681,14.60548253751955,13.979604831757687,14.31985855102539,405324000,0.0,0.0
2021-05-05 00:00:00,14.676829837225261,14.781102055981364,14.356033159360369,14.426877975463867,292024000,0.0,0.0
2021-05-06 00:00:00,14.46354545946569,14.539379443961215,14.186902528298376,14.49123477935791,193380000,0.0,0.0
2021-05-07 00:00:00,14.77586095177006,14.938004951268432,14.639659154793648,14.779851913452148,229328000,0.0,0.0
2021-05-10 00:00:00,14.754905626506135,14.77361480521807,14.218831179640134,14.234546661376953,268904000,0.0,0.0
2021-05-11 00:00:00,13.794761403595867,14.323352590952044,13.719925635899552,14.274958610534668,285584000,0.0,0.0
2021-05-12 00:00:00,13.978856388764768,14.229058460521236,13.67926402780552,13.728405952453613,303408000,0.0,0.0
2021-05-13 00:00:00,14.003054478229739,14.049952561279243,13.42956164458471,13.635360717773438,285404000,0.0,0.0
2021-05-14 00:00:00,13.85961691969852,14.296658550664981,13.718425969261272,14.211844444274902,258616000,0.0,0.0
2021-05-17 00:00:00,14.126036161454454,14.13825931562567,13.82320073679462,14.134517669677734,216980000,0.0,0.0
2021-05-18 00:00:00,14.235792850356479,14.3727425791903,13.973367644030082,13.985092163085938,186256000,0.0,0.0
2021-05-19 00:00:00,13.536827089785591,14.048705544452684,13.5136283151605,14.034985542297363,344000000,0.0,0.0
